0	0	100.0
0	1	75.0
0	2	75.0
0	3	75.0
0	4	75.0
0	5	75.0
0	6	75.0
0	7	75.0
0	8	75.0
0	9	75.0
0	10	50.0
1	0	100.0
1	1	86.66937572323478
1	2	80.91524106268261
1	3	77.800869543089
1	4	75.74073233885565
1	5	74.1148332960385
1	6	72.57348304046387
1	7	70.76037945229642
1	8	68.03508697081494
1	9	62.776874758958535
1	10	50.0
2	0	100.0
2	1	90.76226183019511
2	2	84.19071898433427
2	3	79.54750477074595
2	4	76.04722651623189
2	5	73.14511780478418
2	6	70.4187194134846
2	7	67.43294779788455
2	8	63.60309367199417
2	9	58.07241206501759
2	10	50.0
3	0	100.0
3	1	92.18895261313892
3	2	85.53786827363614
3	3	80.15120403925684
3	4	75.75555115048193
3	5	71.99969199333657
3	6	68.52332901077563
3	7	64.9495986537462
3	8	60.87192785425366
3	9	55.909679829119675
3	10	50.0
4	0	100.0
4	1	92.45568034865268
4	2	85.62059745774282
4	3	79.76389196209988
4	4	74.82408205305158
4	5	70.57477000726794
4	6	66.72530598251213
4	7	62.97018995205971
4	8	59.0253392621525
4	9	54.6943793972117
4	10	50.0
5	0	100.0
5	1	92.01317132366579
5	2	84.7249492465226
5	3	78.45968429829742
5	4	73.20211509231748
5	5	68.75000000014462
5	6	64.8329349599297
5	7	61.18051590982182
5	8	57.56485984508564
5	9	53.84249849757984
5	10	50.0
6	0	100.0
6	1	90.87205569943758
6	2	82.80634390633925
6	3	76.14778089221304
6	4	70.77469401774948
6	5	66.39017994104623
6	6	62.675917947231476
6	7	59.354078882210096
6	8	56.21108571079087
6	9	53.110754748027325
6	10	50.0
7	0	100.0
7	1	88.66870756770929
7	2	79.48058978715358
7	3	72.55040134644308
7	4	67.35870014540568
7	5	63.36010779905049
7	6	60.12647800573658
7	7	57.348795960997016
7	8	54.814649367843806
7	9	52.389434783743376
7	10	50.0
8	0	100.0
8	1	84.32218478422368
8	2	73.89690632810574
8	3	67.21453456098888
8	4	62.749597418373476
8	5	59.56507310401129
8	6	57.121090315668084
8	7	55.099977588200225
8	8	53.30928101584758
8	9	51.63233501910627
8	10	50.0
9	0	100.0
9	1	74.72312524106908
9	2	64.57031618005095
9	3	59.661233151031084
9	4	56.86008186308872
9	5	55.0294968829556
9	6	53.69283256472769
9	7	52.620743060291865
9	8	51.690162088243405
9	9	50.830624276836964
9	10	50.0
10	0	100.0
10	1	50.0
10	2	50.0
10	3	50.0
10	4	50.0
10	5	50.0
10	6	50.0
10	7	50.0
10	8	50.0
10	9	50.0
10	10	50.0
